GEOID,NAME,Intent,Period,Count,Rate,Data_As_Of,TTM_Date_Range
49,Utah,FA_Homicide,2021,70,2.1,04/04/2025,
49,Utah,FA_Homicide,2022,48,1.4,04/04/2025,
49,Utah,FA_Homicide,2023,61,1.8,04/04/2025,
49,Utah,FA_Homicide,TTM,59,1.7,04/04/2025,"December, 2023 to November, 2024"
49,Utah,FA_Suicide,2019,329,10.3,04/04/2025,
49,Utah,FA_Suicide,2020,339,10.3,04/04/2025,
49,Utah,FA_Suicide,2021,364,10.9,04/04/2025,
49,Utah,FA_Suicide,2022,382,11.3,04/04/2025,
49,Utah,FA_Suicide,2023,414,12.1,04/04/2025,
49,Utah,FA_Suicide,TTM,378,11.1,04/04/2025,"December, 2023 to November, 2024"
50,Vermont,All_Homicide,2019,11,1.8,04/04/2025,
50,Vermont,All_Homicide,2020,14,2.2,04/04/2025,
50,Vermont,All_Homicide,2021,10,1.5,04/04/2025,
50,Vermont,All_Homicide,2022,18,2.8,04/04/2025,
50,Vermont,All_Homicide,2023,21,3.2,04/04/2025,
50,Vermont,All_Homicide,TTM,21,3.2,04/04/2025,"December, 2023 to November, 2024"
50,Vermont,All_Suicide,2019,110,17.6,04/04/2025,
50,Vermont,All_Suicide,2020,117,18.2,04/04/2025,
50,Vermont,All_Suicide,2021,142,21.9,04/04/2025,
50,Vermont,All_Suicide,2022,128,19.8,04/04/2025,
50,Vermont,All_Suicide,2023,125,19.3,04/04/2025,
50,Vermont,All_Suicide,TTM,103,15.9,04/04/2025,"December, 2023 to November, 2024"
50,Vermont,Drug_OD,2019,122,19.6,04/04/2025,
50,Vermont,Drug_OD,2020,179,27.8,04/04/2025,
50,Vermont,Drug_OD,2021,230,35.5,04/04/2025,
50,Vermont,Drug_OD,2022,256,39.6,04/04/2025,
50,Vermont,Drug_OD,2023,247,38.1,04/04/2025,
50,Vermont,Drug_OD,TTM,211,32.6,04/04/2025,"October, 2023 to September, 2024"
50,Vermont,FA_Deaths,2019,67,10.7,04/04/2025,
50,Vermont,FA_Deaths,2020,76,11.8,04/04/2025,
50,Vermont,FA_Deaths,2021,83,12.8,04/04/2025,
50,Vermont,FA_Deaths,2022,84,13,04/04/2025,
50,Vermont,FA_Deaths,2023,83,12.8,04/04/2025,
50,Vermont,FA_Deaths,TTM,76,11.7,04/04/2025,"December, 2023 to November, 2024"
50,Vermont,FA_Homicide,2019,1-9,-999,04/04/2025,
50,Vermont,FA_Homicide,2020,1-9,-999,04/04/2025,
50,Vermont,FA_Homicide,2021,1-9,-999,04/04/2025,
50,Vermont,FA_Homicide,2022,13,2,04/04/2025,
50,Vermont,FA_Homicide,2023,14,2.2,04/04/2025,
50,Vermont,FA_Homicide,TTM,12,1.9,04/04/2025,"December, 2023 to November, 2024"
50,Vermont,FA_Suicide,2019,59,9.5,04/04/2025,
50,Vermont,FA_Suicide,2020,69,10.7,04/04/2025,
50,Vermont,FA_Suicide,2021,74,11.4,04/04/2025,
50,Vermont,FA_Suicide,2022,69,10.7,04/04/2025,
50,Vermont,FA_Suicide,2023,68,10.5,04/04/2025,
50,Vermont,FA_Suicide,TTM,61,9.4,04/04/2025,"December, 2023 to November, 2024"
51,Virginia,All_Homicide,2019,436,5.1,04/04/2025,
51,Virginia,All_Homicide,2020,531,6.1,04/04/2025,
51,Virginia,All_Homicide,2021,606,7,04/04/2025,
51,Virginia,All_Homicide,2022,653,7.5,04/04/2025,
51,Virginia,All_Homicide,2023,576,6.6,04/04/2025,
51,Virginia,All_Homicide,TTM,469,5.4,04/04/2025,"December, 2023 to November, 2024"
51,Virginia,All_Suicide,2019,1140,13.4,04/04/2025,
51,Virginia,All_Suicide,2020,1202,13.9,04/04/2025,
51,Virginia,All_Suicide,2021,1188,13.7,04/04/2025,
51,Virginia,All_Suicide,2022,1208,13.9,04/04/2025,
51,Virginia,All_Suicide,2023,1243,14.3,04/04/2025,
51,Virginia,All_Suicide,TTM,1179,13.5,04/04/2025,"December, 2023 to November, 2024"
51,Virginia,Drug_OD,2019,1435,16.8,04/04/2025,
51,Virginia,Drug_OD,2020,2122,24.6,04/04/2025,
51,Virginia,Drug_OD,2021,2507,29,04/04/2025,
51,Virginia,Drug_OD,2022,2389,27.5,04/04/2025,
51,Virginia,Drug_OD,2023,2370,27.2,04/04/2025,
51,Virginia,Drug_OD,TTM,1578,18.1,04/04/2025,"October, 2023 to September, 2024"
51,Virginia,FA_Deaths,2019,1025,12,04/04/2025,
51,Virginia,FA_Deaths,2020,1174,13.6,04/04/2025,
51,Virginia,FA_Deaths,2021,1248,14.4,04/04/2025,
51,Virginia,FA_Deaths,2022,1316,15.2,04/04/2025,
51,Virginia,FA_Deaths,2023,1237,14.2,04/04/2025,
51,Virginia,FA_Deaths,TTM,1158,13.3,04/04/2025,"December, 2023 to November, 2024"
51,Virginia,FA_Homicide,2019,342,4,04/04/2025,
51,Virginia,FA_Homicide,2020,440,5.1,04/04/2025,
51,Virginia,FA_Homicide,2021,505,5.8,04/04/2025,
51,Virginia,FA_Homicide,2022,556,6.4,04/04/2025,
51,Virginia,FA_Homicide,2023,475,5.4,04/04/2025,
51,Virginia,FA_Homicide,TTM,394,4.5,04/04/2025,"December, 2023 to November, 2024"
51,Virginia,FA_Suicide,2019,661,7.7,04/04/2025,
51,Virginia,FA_Suicide,2020,697,8.1,04/04/2025,
51,Virginia,FA_Suicide,2021,709,8.199999999999999,04/04/2025,
51,Virginia,FA_Suicide,2022,723,8.300000000000001,04/04/2025,
51,Virginia,FA_Suicide,2023,730,8.4,04/04/2025,
51,Virginia,FA_Suicide,TTM,720,8.300000000000001,04/04/2025,"December, 2023 to November, 2024"
53,Washington,All_Homicide,2019,241,3.2,04/04/2025,
53,Washington,All_Homicide,2020,322,4.2,04/04/2025,
53,Washington,All_Homicide,2021,346,4.5,04/04/2025,
53,Washington,All_Homicide,2022,424,5.4,04/04/2025,
53,Washington,All_Homicide,2023,414,5.3,04/04/2025,
53,Washington,All_Homicide,TTM,355,4.5,04/04/2025,"December, 2023 to November, 2024"
53,Washington,All_Suicide,2019,1263,16.6,04/04/2025,
53,Washington,All_Suicide,2020,1212,15.7,04/04/2025,
53,Washington,All_Suicide,2021,1229,15.9,04/04/2025,
53,Washington,All_Suicide,2022,1243,16,04/04/2025,
53,Washington,All_Suicide,2023,1287,16.5,04/04/2025,
53,Washington,All_Suicide,TTM,1207,15.4,04/04/2025,"December, 2023 to November, 2024"
53,Washington,Drug_OD,2019,1116,14.7,04/04/2025,
53,Washington,Drug_OD,2020,1598,20.7,04/04/2025,
53,Washington,Drug_OD,2021,2152,27.8,04/04/2025,
53,Washington,Drug_OD,2022,2580,33.1,04/04/2025,
53,Washington,Drug_OD,2023,3315,42.4,04/04/2025,
53,Washington,Drug_OD,TTM,2999,38.4,04/04/2025,"October, 2023 to September, 2024"
53,Washington,FA_Deaths,2019,842,11.1,04/04/2025,
53,Washington,FA_Deaths,2020,864,11.2,04/04/2025,
53,Washington,FA_Deaths,2021,896,11.6,04/04/2025,
53,Washington,FA_Deaths,2022,1022,13.1,04/04/2025,
53,Washington,FA_Deaths,2023,1053,13.5,04/04/2025,
53,Washington,FA_Deaths,TTM,920,11.8,04/04/2025,"December, 2023 to November, 2024"
53,Washington,FA_Homicide,2019,165,2.2,04/04/2025,
53,Washington,FA_Homicide,2020,211,2.7,04/04/2025,
53,Washington,FA_Homicide,2021,254,3.3,04/04/2025,
53,Washington,FA_Homicide,2022,313,4,04/04/2025,
53,Washington,FA_Homicide,2023,317,4.1,04/04/2025,
53,Washington,FA_Homicide,TTM,245,3.1,04/04/2025,"December, 2023 to November, 2024"
53,Washington,FA_Suicide,2019,637,8.4,04/04/2025,
53,Washington,FA_Suicide,2020,618,8,04/04/2025,
53,Washington,FA_Suicide,2021,617,8,04/04/2025,
53,Washington,FA_Suicide,2022,665,8.5,04/04/2025,
53,Washington,FA_Suicide,2023,696,8.9,04/04/2025,
53,Washington,FA_Suicide,TTM,642,8.199999999999999,04/04/2025,"December, 2023 to November, 2024"
54,West Virginia,All_Homicide,2019,92,5.1,04/04/2025,
54,West Virginia,All_Homicide,2020,114,6.4,04/04/2025,
54,West Virginia,All_Homicide,2021,114,6.4,04/04/2025,
54,West Virginia,All_Homicide,2022,105,5.9,04/04/2025,
54,West Virginia,All_Homicide,2023,88,5,04/04/2025,
54,West Virginia,All_Homicide,TTM,106,6,04/04/2025,"December, 2023 to November, 2024"
54,West Virginia,All_Suicide,2019,330,18.4,04/04/2025,
54,West Virginia,All_Suicide,2020,354,19.8,04/04/2025,
54,West Virginia,All_Suicide,2021,375,21,04/04/2025,
54,West Virginia,All_Suicide,2022,353,19.9,04/04/2025,
54,West Virginia,All_Suicide,2023,349,19.7,04/04/2025,
54,West Virginia,All_Suicide,TTM,314,17.7,04/04/2025,"December, 2023 to November, 2024"
54,West Virginia,Drug_OD,2019,841,46.9,04/04/2025,
54,West Virginia,Drug_OD,2020,1304,72.8,04/04/2025,
54,West Virginia,Drug_OD,2021,1470,82.3,04/04/2025,
54,West Virginia,Drug_OD,2022,1299,73.2,04/04/2025,
54,West Virginia,Drug_OD,2023,1357,76.7,04/04/2025,
54,West Virginia,Drug_OD,TTM,965,54.5,04/04/2025,"October, 2023 to September, 2024"
54,West Virginia,FA_Deaths,2019,300,16.7,04/04/2025,
54,West Virginia,FA_Deaths,2020,325,18.1,04/04/2025,
54,West Virginia,FA_Deaths,2021,319,17.9,04/04/2025,
54,West Virginia,FA_Deaths,2022,311,17.5,04/04/2025,
54,West Virginia,FA_Deaths,2023,315,17.8,04/04/2025,
54,West Virginia,FA_Deaths,TTM,290,16.4,04/04/2025,"December, 2023 to November, 2024"
54,West Virginia,FA_Homicide,2019,76,4.2,04/04/2025,
54,West Virginia,FA_Homicide,2020,87,4.9,04/04/2025,
54,West Virginia,FA_Homicide,2021,86,4.8,04/04/2025,
54,West Virginia,FA_Homicide,2022,81,4.6,04/04/2025,
54,West Virginia,FA_Homicide,2023,62,3.5,04/04/2025,
54,West Virginia,FA_Homicide,TTM,70,4,04/04/2025,"December, 2023 to November, 2024"
54,West Virginia,FA_Suicide,2019,196,10.9,04/04/2025,
54,West Virginia,FA_Suicide,2020,220,12.3,04/04/2025,
54,West Virginia,FA_Suicide,2021,227,12.7,04/04/2025,
54,West Virginia,FA_Suicide,2022,223,12.6,04/04/2025,
54,West Virginia,FA_Suicide,2023,244,13.8,04/04/2025,
54,West Virginia,FA_Suicide,TTM,209,11.8,04/04/2025,"December, 2023 to November, 2024"
55,Wisconsin,All_Homicide,2019,226,3.9,04/04/2025,
55,Wisconsin,All_Homicide,2020,334,5.7,04/04/2025,
55,Wisconsin,All_Homicide,2021,348,5.9,04/04/2025,
55,Wisconsin,All_Homicide,2022,327,5.6,04/04/2025,
55,Wisconsin,All_Homicide,2023,284,4.8,04/04/2025,
55,Wisconsin,All_Homicide,TTM,260,4.4,04/04/2025,"December, 2023 to November, 2024"
55,Wisconsin,All_Suicide,2019,845,14.5,04/04/2025,
55,Wisconsin,All_Suicide,2020,866,14.7,04/04/2025,
55,Wisconsin,All_Suicide,2021,905,15.4,04/04/2025,
55,Wisconsin,All_Suicide,2022,924,15.7,04/04/2025,
55,Wisconsin,All_Suicide,2023,920,15.6,04/04/2025,
55,Wisconsin,All_Suicide,TTM,892,15.1,04/04/2025,"December, 2023 to November, 2024"
55,Wisconsin,Drug_OD,2019,1114,19.1,04/04/2025,
55,Wisconsin,Drug_OD,2020,1445,24.5,04/04/2025,
55,Wisconsin,Drug_OD,2021,1667,28.4,04/04/2025,
55,Wisconsin,Drug_OD,2022,1680,28.5,04/04/2025,
55,Wisconsin,Drug_OD,2023,1663,28.1,04/04/2025,
55,Wisconsin,Drug_OD,TTM,1198,20.3,04/04/2025,"October, 2023 to September, 2024"
55,Wisconsin,FA_Deaths,2019,604,10.4,04/04/2025,
55,Wisconsin,FA_Deaths,2020,717,12.2,04/04/2025,
55,Wisconsin,FA_Deaths,2021,793,13.5,04/04/2025,
55,Wisconsin,FA_Deaths,2022,830,14.1,04/04/2025,
55,Wisconsin,FA_Deaths,2023,762,12.9,04/04/2025,
55,Wisconsin,FA_Deaths,TTM,711,12,04/04/2025,"December, 2023 to November, 2024"
55,Wisconsin,FA_Homicide,2019,153,2.6,04/04/2025,
55,Wisconsin,FA_Homicide,2020,253,4.3,04/04/2025,
55,Wisconsin,FA_Homicide,2021,290,4.9,04/04/2025,
55,Wisconsin,FA_Homicide,2022,277,4.7,04/04/2025,
55,Wisconsin,FA_Homicide,2023,236,4,04/04/2025,
55,Wisconsin,FA_Homicide,TTM,200,3.4,04/04/2025,"December, 2023 to November, 2024"
55,Wisconsin,FA_Suicide,2019,427,7.3,04/04/2025,
55,Wisconsin,FA_Suicide,2020,442,7.5,04/04/2025,
55,Wisconsin,FA_Suicide,2021,484,8.199999999999999,04/04/2025,
55,Wisconsin,FA_Suicide,2022,529,9,04/04/2025,
55,Wisconsin,FA_Suicide,2023,502,8.5,04/04/2025,
55,Wisconsin,FA_Suicide,TTM,493,8.300000000000001,04/04/2025,"December, 2023 to November, 2024"
56,Wyoming,All_Homicide,2019,25,4.3,04/04/2025,
56,Wyoming,All_Homicide,2020,25,4.3,04/04/2025,
56,Wyoming,All_Homicide,2021,16,2.8,04/04/2025,
56,Wyoming,All_Homicide,2022,17,2.9,04/04/2025,
56,Wyoming,All_Homicide,2023,18,3.1,04/04/2025,
56,Wyoming,All_Homicide,TTM,26,4.5,04/04/2025,"December, 2023 to November, 2024"
56,Wyoming,All_Suicide,2019,170,29.4,04/04/2025,
56,Wyoming,All_Suicide,2020,182,31.5,04/04/2025,
56,Wyoming,All_Suicide,2021,190,32.8,04/04/2025,
56,Wyoming,All_Suicide,2022,155,26.6,04/04/2025,
56,Wyoming,All_Suicide,2023,157,26.9,04/04/2025,
56,Wyoming,All_Suicide,TTM,170,29.1,04/04/2025,"December, 2023 to November, 2024"
56,Wyoming,Drug_OD,2019,68,11.7,04/04/2025,
56,Wyoming,Drug_OD,2020,87,15.1,04/04/2025,
56,Wyoming,Drug_OD,2021,102,17.6,04/04/2025,
56,Wyoming,Drug_OD,2022,115,19.8,04/04/2025,
56,Wyoming,Drug_OD,2023,122,20.9,04/04/2025,
56,Wyoming,Drug_OD,TTM,110,18.8,04/04/2025,"October, 2023 to September, 2024"
56,Wyoming,FA_Deaths,2019,133,23,04/04/2025,
56,Wyoming,FA_Deaths,2020,154,26.7,04/04/2025,
56,Wyoming,FA_Deaths,2021,155,26.7,04/04/2025,
56,Wyoming,FA_Deaths,2022,124,21.3,04/04/2025,
56,Wyoming,FA_Deaths,2023,130,22.3,04/04/2025,
56,Wyoming,FA_Deaths,TTM,144,24.7,04/04/2025,"December, 2023 to November, 2024"
56,Wyoming,FA_Homicide,2019,16,2.8,04/04/2025,
56,Wyoming,FA_Homicide,2020,18,3.1,04/04/2025,
56,Wyoming,FA_Homicide,2021,10,1.7,04/04/2025,
56,Wyoming,FA_Homicide,2022,14,2.4,04/04/2025,
56,Wyoming,FA_Homicide,2023,10,1.7,04/04/2025,
56,Wyoming,FA_Homicide,TTM,11,1.9,04/04/2025,"December, 2023 to November, 2024"
56,Wyoming,FA_Suicide,2019,114,19.7,04/04/2025,
56,Wyoming,FA_Suicide,2020,128,22.2,04/04/2025,
56,Wyoming,FA_Suicide,2021,137,23.6,04/04/2025,
56,Wyoming,FA_Suicide,2022,104,17.9,04/04/2025,
56,Wyoming,FA_Suicide,2023,116,19.9,04/04/2025,
56,Wyoming,FA_Suicide,TTM,124,21.2,04/04/2025,"December, 2023 to November, 2024"
